provider_id,provider_name,service_category,region,payer,total_claims,total_billed,total_allowed,total_paid,medicare_benchmark_total,paid_to_billed_rate,allowed_to_billed_rate,benchmark_variance_amount,benchmark_variance_pct,benchmark_flag
PRV001,Provider Group 01,Professional,South,Medicare Advantage,42,22749.16,13132.58,11293.66,12666.82,0.49644294558568314,0.5772775786007044,465.7600000000002,0.03677008120428018,In range
PRV022,Provider Group 22,Emergency,Midwest,Exchange,3,6656.76,4074.52,3471.9,3613.23,0.5215600382167902,0.6120875621173063,461.28999999999996,0.12766693512452845,In range
PRV021,Provider Group 21,Professional,South,Medicare Advantage,39,13188.69,7723.13,6679.93,7266.09,0.5064892722476607,0.58558734794737,457.03999999999996,0.06290040448164005,In range
PRV011,Provider Group 11,Professional,Midwest,Medicare Advantage,28,13594.48,7920.0199999999995,6574.6,7463.1,0.48362276453384023,0.5825908751199016,456.91999999999916,0.061223888196593794,In range
PRV027,Provider Group 27,Imaging,South,Exchange,7,8361.21,5304.53,4557.75,4854.46,0.5451065097037391,0.6344213337543251,450.0699999999997,0.09271268071010982,In range
PRV033,Provider Group 33,Lab,Midwest,Commercial,18,2278.14,1658.41,1244.1100000000001,1210.06,0.5461077896880789,0.7279666745678492,448.35000000000014,0.3705188172487316,Above benchmark
PRV002,Provider Group 02,Imaging,Midwest,Medicare Advantage,5,6060.570000000001,3583.33,3119.62,3138.63,0.514740362705158,0.5912529679551592,444.6999999999998,0.14168602224537452,In range
PRV029,Provider Group 29,Outpatient,Northeast,Medicare Advantage,27,59556.81,32678.23,26614.88,32235.89,0.4468822289172305,0.5486900658379789,442.34000000000015,0.013721972621199544,In range
PRV002,Provider Group 02,Professional,Midwest,Exchange,18,8694.27,5305.1,4642.55,4862.93,0.5339781258230996,0.6101834886655234,442.1700000000001,0.09092666355468823,In range
PRV008,Provider Group 08,Imaging,South,Exchange,5,4680.26,3088.0,2810.1600000000003,2647.11,0.6004281813403529,0.6597924046954656,440.8899999999999,0.16655522437677311,In range
PRV018,Provider Group 18,Lab,Northeast,Commercial,11,2319.7,1664.42,1340.67,1227.55,0.5779497348795104,0.7175151959305084,436.8700000000001,0.3558877438800865,Above benchmark
PRV010,Provider Group 10,Professional,Midwest,Exchange,16,8568.2,5307.14,4729.9400000000005,4871.22,0.5520342662402838,0.6193996405312667,435.9200000000001,0.08948887547677996,In range
PRV028,Provider Group 28,Pharmacy,Northeast,Medicare Advantage,15,4999.81,2967.31,2544.18,2533.24,0.508855336502787,0.5934845524129916,434.07000000000016,0.1713497339375662,In range
PRV027,Provider Group 27,Professional,South,Medicare Advantage,38,17485.89,10219.55,8970.26,9791.85,0.5129999102133206,0.584445515784441,427.6999999999989,0.04367918217701444,In range
PRV013,Provider Group 13,Professional,South,Medicare Advantage,44,14938.2,8576.210000000001,7278.13,8150.0,0.48721599657254555,0.5741126775649008,426.21000000000095,0.05229570552147251,In range
PRV007,Provider Group 07,Imaging,South,Exchange,6,6049.46,3937.31,3436.02,3513.54,0.5679878865221027,0.650853133998737,423.77,0.12061055232045173,In range
PRV037,Provider Group 37,Pharmacy,Northeast,Exchange,14,3909.2799999999997,2578.75,2207.45,2155.06,0.5646691973969631,0.659648323988049,423.69000000000005,0.19660241478195506,In range
PRV034,Provider Group 34,Lab,Midwest,Commercial,18,2529.97,1784.87,1539.45,1361.43,0.608485476112365,0.7054905789396713,423.4399999999998,0.31102590658351864,Above benchmark
PRV030,Provider Group 30,Professional,South,Medicare Advantage,37,16632.93,9629.7,8562.23,9207.16,0.5147758091929684,0.5789539185218721,422.5400000000009,0.04589254449797776,In range
PRV029,Provider Group 29,Outpatient,Northeast,Exchange,13,39997.23,22342.4,19700.31,21920.57,0.49254185852370275,0.5585986829587949,421.83000000000175,0.01924356894004133,In range
PRV039,Provider Group 39,Lab,Northeast,Commercial,18,2691.14,1911.6200000000001,1638.41,1491.72,0.6088163380574776,0.7103383696128779,419.9000000000001,0.28148714235915595,Above benchmark
PRV037,Provider Group 37,Lab,Northeast,Commercial,13,2007.69,1437.6,1278.56,1019.67,0.6368313833310919,0.7160468000537931,417.92999999999995,0.4098678984377298,Above benchmark
PRV014,Provider Group 14,Pharmacy,West,Medicare Advantage,20,6658.88,3959.7400000000002,3467.38,3544.13,0.5207151953481667,0.5946555576913836,415.6100000000001,0.11726714313526877,In range
PRV025,Provider Group 25,Pharmacy,South,Medicare Advantage,26,10436.09,5994.82,5234.35,5580.03,0.5015623667484662,0.5744316118392999,414.78999999999996,0.07433472579896523,In range
PRV005,Provider Group 05,Professional,Northeast,Medicare Advantage,45,20686.29,12174.52,10592.93,11762.460000000001,0.5120749056500706,0.588530857877367,412.0599999999995,0.03503178756824673,In range
PRV015,Provider Group 15,Lab,Midwest,Commercial,15,2345.46,1679.9,1482.6599999999999,1272.32,0.6321403903711851,0.716234768446275,407.58000000000015,0.3203439386317909,Above benchmark
PRV015,Provider Group 15,Emergency,Midwest,Exchange,2,3127.4700000000003,1967.95,1765.31,1562.08,0.564453056304297,0.6292466434530147,405.8700000000001,0.25982664140120876,Above benchmark
PRV034,Provider Group 34,Pharmacy,Midwest,Exchange,11,3762.13,2357.56,2058.75,1952.8200000000002,0.5472298937038327,0.6266556445417888,404.7399999999998,0.20725924560379336,Above benchmark
PRV029,Provider Group 29,Lab,Northeast,Commercial,18,2913.22,2019.17,1793.18,1619.62,0.6155319543323197,0.69310591029857,399.5500000000002,0.2466936688852942,Above benchmark
PRV026,Provider Group 26,Pharmacy,Northeast,Exchange,7,2370.89,1564.75,1421.78,1165.53,0.599681975966831,0.6599842253331027,399.22,0.3425222859986444,Above benchmark
PRV014,Provider Group 14,Professional,West,Exchange,10,3588.37,2359.66,1749.39,1966.53,0.487516616179491,0.6575854775287944,393.1299999999999,0.1999105022552414,In range
PRV006,Provider Group 06,Inpatient,West,Exchange,2,10437.55,6764.92,5870.65,6374.87,0.5624547906357334,0.6481329430757219,390.0500000000002,0.06118556143105666,In range
PRV001,Provider Group 01,Pharmacy,South,Exchange,7,3329.2,2079.65,1799.68,1689.88,0.5405743121470624,0.6246695902919621,389.77,0.23064951357492838,Above benchmark
PRV033,Provider Group 33,Imaging,Midwest,Medicare Advantage,7,6009.5,3671.88,3202.56,3282.41,0.532916215991347,0.6110125634412181,389.47000000000025,0.11865367214942688,In range
PRV011,Provider Group 11,Professional,Midwest,Exchange,12,5995.78,3703.79,3202.72,3315.34,0.5341623608604719,0.6177328054064692,388.4499999999998,0.11716747000307655,In range
PRV013,Provider Group 13,Professional,South,Exchange,12,4340.75,2791.61,2528.36,2406.04,0.5824707711800956,0.6431169728733515,385.57000000000016,0.16025086864723787,In range
PRV016,Provider Group 16,Professional,Northeast,Exchange,15,4898.13,3038.07,2689.43,2653.09,0.5490728094191047,0.6202509937465931,384.98,0.14510627230889264,In range
PRV037,Provider Group 37,Imaging,Northeast,Medicare Advantage,7,8469.32,4900.48,4002.5,4521.12,0.47258811805434203,0.578615520490429,379.3599999999997,0.08390841207488403,In range
PRV040,Provider Group 40,Lab,South,Commercial,16,2409.14,1774.4,1552.81,1400.8,0.6445495072930589,0.73652838772342,373.60000000000014,0.26670474014848666,Above benchmark
PRV025,Provider Group 25,Inpatient,South,Medicare Advantage,12,142519.25,79343.23,62664.57,78971.34,0.43969197143543765,0.5567193905384711,371.8899999999994,0.004709176772231539,In range
PRV034,Provider Group 34,Professional,Midwest,Exchange,14,8337.28,5348.34,4819.99,4976.98,0.5781249999999999,0.641496987026944,371.3600000000006,0.07461552989965815,In range
PRV013,Provider Group 13,Imaging,South,Medicare Advantage,10,7593.12,4378.89,3334.5299999999997,4008.76,0.43915149503761297,0.5766917946772868,370.1300000000001,0.09233029665033579,In range
PRV024,Provider Group 24,Imaging,West,Exchange,2,2181.3199999999997,1578.77,1350.6100000000001,1211.83,0.619170960702694,0.7237681770670971,366.94000000000005,0.3027982472789088,Above benchmark
PRV008,Provider Group 08,Lab,South,Commercial,17,2147.99,1558.58,1285.1,1192.85,0.5982802527013626,0.72559928118846,365.73,0.3066018359391374,Above benchmark
PRV018,Provider Group 18,Professional,Northeast,Exchange,14,7809.74,4874.13,4217.65,4513.28,0.5400499888600645,0.6241091252717761,360.85000000000036,0.07995293888258659,In range
PRV021,Provider Group 21,Professional,South,Exchange,13,3629.35,2352.04,2079.09,1992.41,0.5728546433934452,0.648060947552592,359.6299999999999,0.1804999974904763,In range
PRV031,Provider Group 31,Professional,South,Exchange,14,5946.26,3770.04,3421.54,3410.44,0.575410426049315,0.6340186941035205,359.5999999999999,0.1054409401719426,In range
PRV025,Provider Group 25,Professional,South,Medicare Advantage,36,20339.58,11642.56,9161.710000000001,11286.58,0.45043752132541576,0.572409066460566,355.97999999999956,0.031540112239491463,In range
PRV026,Provider Group 26,Imaging,Northeast,Medicare Advantage,10,9601.73,5525.06,4856.98,5169.24,0.5058442593157692,0.5754233872437572,355.8200000000006,0.06883410327243475,In range
PRV030,Provider Group 30,Professional,South,Exchange,10,4595.68,2880.8,2498.3199999999997,2526.44,0.5436235769244159,0.6268495630679246,354.3600000000001,0.14026060385364392,In range
PRV030,Provider Group 30,Lab,South,Commercial,17,2747.48,1923.28,1607.75,1570.09,0.5851725945229811,0.7000160146752661,353.19000000000005,0.22494888828028972,Above benchmark
PRV019,Provider Group 19,Professional,West,Medicare Advantage,39,15311.71,8923.43,7514.29,8571.84,0.4907544617812119,0.5827846791769176,351.59000000000015,0.041016864523836204,In range
PRV034,Provider Group 34,Pharmacy,Midwest,Medicare Advantage,18,5186.63,3095.8700000000003,2715.26,2744.49,0.523511412998421,0.5968943225177042,351.38000000000056,0.1280310731684213,In range
PRV029,Provider Group 29,Pharmacy,Northeast,Exchange,6,2492.0299999999997,1569.71,1147.38,1218.83,0.4604198183809987,0.6298920960020546,350.8800000000001,0.287882641549683,Above benchmark
PRV011,Provider Group 11,Pharmacy,Midwest,Medicare Advantage,17,4567.8,2790.95,2464.17,2440.64,0.5394653881518455,0.6110052979552519,350.30999999999995,0.14353202438704601,In range
PRV019,Provider Group 19,Lab,West,Commercial,16,1923.2,1420.52,1081.4,1072.29,0.5622920133111481,0.7386231281198004,348.23,0.32475356480056705,Above benchmark
PRV006,Provider Group 06,Imaging,West,Medicare Advantage,8,7213.31,4215.34,3672.3,3871.75,0.5091005377558985,0.5843835908896193,343.59000000000015,0.08874281655582104,In range
PRV033,Provider Group 33,Imaging,Midwest,Exchange,5,4504.39,2846.9,2430.0299999999997,2503.53,0.5394803735910966,0.6320278661483575,343.3699999999999,0.13715433807463856,In range
PRV021,Provider Group 21,Emergency,South,Exchange,5,9046.63,5461.320000000001,4982.2,5119.66,0.550724413400349,0.6036855713121904,341.66000000000076,0.06673490036447748,In range
PRV032,Provider Group 32,Imaging,West,Medicare Advantage,11,9772.27,5969.87,4186.96,5628.2699999999995,0.42845316390152954,0.6108990029952098,341.60000000000036,0.060693605672791175,In range
PRV026,Provider Group 26,Professional,Northeast,Exchange,11,5675.85,3634.81,3024.97,3293.89,0.5329545354440304,0.6403992353568188,340.9200000000001,0.10350072406789543,In range
PRV020,Provider Group 20,Imaging,South,Medicare Advantage,7,6580.73,4064.89,3113.59,3725.65,0.47313747866878,0.6176959091164658,339.2399999999998,0.09105525210365971,In range
PRV040,Provider Group 40,Imaging,South,Exchange,5,3538.0,2378.95,2091.17,2045.67,0.5910599208592425,0.672399660825325,333.27999999999975,0.16291972801087162,In range
PRV035,Provider Group 35,Imaging,South,Exchange,3,4673.75,3316.02,2985.44,2985.3199999999997,0.6387675849157529,0.7094987964696443,330.7000000000003,0.11077539426259171,In range
PRV012,Provider Group 12,Imaging,West,Medicare Advantage,14,16071.42,9324.43,7365.59,8995.35,0.45830362220637627,0.5801870649886569,329.0799999999999,0.036583345839794994,In range
PRV038,Provider Group 38,Imaging,South,Medicare Advantage,9,13125.01,7818.33,6127.91,7490.43,0.46688802522817124,0.5956818318614614,327.89999999999964,0.04377585799480132,In range
PRV009,Provider Group 09,Imaging,Northeast,Medicare Advantage,10,14726.83,8753.56,7076.02,8427.16,0.48048493803486564,0.5943953994172541,326.39999999999964,0.03873190968250272,In range
PRV033,Provider Group 33,Professional,Midwest,Exchange,15,5478.99,3514.09,3060.85,3192.55,0.5586522333495773,0.6413755089897956,321.53999999999996,0.10071572880612675,In range
PRV013,Provider Group 13,Lab,South,Commercial,20,2333.2799999999997,1612.14,1364.29,1291.39,0.5847090790646644,0.6909329356099569,320.75,0.248375781135056,Above benchmark
PRV038,Provider Group 38,Emergency,South,Exchange,6,13716.53,8041.23,6266.76,7721.84,0.45687648406703446,0.586243751152806,319.3899999999994,0.04136190338054135,In range
PRV017,Provider Group 17,Pharmacy,South,Exchange,4,1958.69,1327.05,912.18,1007.7,0.46570922402217807,0.6775191582128871,319.3499999999999,0.31690979458172064,Above benchmark
PRV006,Provider Group 06,Emergency,West,Medicare Advantage,7,16338.98,9112.22,6471.67,8794.25,0.3960877606802873,0.5576982161677166,317.96999999999935,0.036156579583250345,In range
PRV023,Provider Group 23,Pharmacy,West,Exchange,5,1721.12,1210.05,1077.37,892.37,0.6259702984103375,0.7030596355861299,317.67999999999995,0.35599583132557117,Above benchmark
PRV040,Provider Group 40,Imaging,South,Medicare Advantage,12,11126.86,6476.64,5693.05,6160.23,0.5116492882987653,0.5820725703388018,316.41000000000076,0.05136334195314149,In range
PRV016,Provider Group 16,Lab,Northeast,Commercial,10,1880.1299999999999,1315.74,1172.38,1000.47,0.6235632642423663,0.6998133107817013,315.27,0.31512189271042607,Above benchmark
PRV035,Provider Group 35,Professional,South,Medicare Advantage,27,11595.48,6650.77,5840.71,6336.01,0.5037057543111626,0.5735657342343742,314.7600000000002,0.04967795189717191,In range
PRV011,Provider Group 11,Lab,Midwest,Commercial,11,1640.74,1154.6299999999999,1020.4300000000001,842.96,0.6219327864256372,0.7037251484086448,311.66999999999985,0.3697328461611462,Above benchmark
PRV032,Provider Group 32,Imaging,West,Exchange,3,2316.33,1592.07,1390.29,1283.04,0.600212404968204,0.687324344976752,309.03,0.2408576505798728,Above benchmark
PRV027,Provider Group 27,Lab,South,Commercial,12,1588.27,1171.8,1047.42,863.86,0.6594722559766287,0.737783878055998,307.93999999999994,0.3564697983469543,Above benchmark
PRV024,Provider Group 24,Pharmacy,West,Exchange,8,3211.38,1994.56,1799.23,1687.49,0.5602669257453182,0.6210912442625911,307.06999999999994,0.1819684857391747,In range
PRV007,Provider Group 07,Lab,South,Commercial,10,1738.82,1261.3,1108.09,954.24,0.6372655018920877,0.7253769797908927,307.05999999999995,0.3217848759221998,Above benchmark
PRV015,Provider Group 15,Pharmacy,Midwest,Exchange,6,2609.85,1740.57,1535.64,1438.02,0.5884016322777171,0.6669233864015174,302.54999999999995,0.2103934576709642,Above benchmark
PRV004,Provider Group 04,Pharmacy,South,Exchange,5,2883.48,1716.6699999999998,1514.66,1415.33,0.525288887039272,0.5953465950864927,301.3399999999999,0.21291147647545092,Above benchmark
PRV024,Provider Group 24,Pharmacy,West,Medicare Advantage,19,6623.65,3926.67,3037.05,3625.64,0.4585160749737683,0.5928257078800964,301.0300000000002,0.08302809986650639,In range
PRV024,Provider Group 24,Lab,West,Commercial,10,1687.26,1214.54,1068.99,913.68,0.6335656626720245,0.7198297831987956,300.86,0.32928377550126964,Above benchmark
PRV037,Provider Group 37,Pharmacy,Northeast,Medicare Advantage,13,4489.77,2647.1,2341.22,2350.24,0.5214565556810259,0.5895847671484284,296.8600000000001,0.12631050445911912,In range
PRV033,Provider Group 33,Pharmacy,Midwest,Medicare Advantage,23,8155.3,4694.29,4155.24,4397.72,0.5095140583424276,0.5756121785832526,296.5699999999997,0.06743721746723295,In range
PRV037,Provider Group 37,Professional,Northeast,Medicare Advantage,33,13352.86,7658.42,6547.15,7363.15,0.4903181790268152,0.5735415484023647,295.27000000000044,0.04010104371091183,In range
PRV018,Provider Group 18,Professional,Northeast,Medicare Advantage,38,26721.48,15121.58,12629.23,14827.32,0.47262464504211593,0.5658960506678522,294.2600000000002,0.019845798161771663,In range
PRV014,Provider Group 14,Lab,West,Commercial,12,1726.06,1231.71,1098.1200000000001,937.95,0.6362003638343975,0.7135962828638635,293.76,0.3131936670398209,Above benchmark
PRV003,Provider Group 03,Lab,West,Commercial,17,1906.03,1337.71,1180.3300000000002,1047.03,0.6192609770045593,0.7018305063404039,290.68000000000006,0.27762337277823945,Above benchmark
PRV010,Provider Group 10,Lab,Midwest,Commercial,12,1530.5900000000001,1104.6100000000001,962.96,816.75,0.6291430102117483,0.7216890218804514,287.8600000000001,0.35244566880930533,Above benchmark
PRV009,Provider Group 09,Pharmacy,Northeast,Exchange,11,3559.72,2285.51,2025.06,2000.31,0.5688818221657883,0.64204768914409,285.2000000000003,0.1425779004254342,In range
PRV031,Provider Group 31,Imaging,South,Medicare Advantage,9,6365.25,3662.12,3247.1099999999997,3378.1800000000003,0.5101307882644043,0.5753301127214171,283.9399999999996,0.08405117548502436,In range
PRV020,Provider Group 20,Pharmacy,South,Medicare Advantage,21,7302.88,4222.68,3710.3199999999997,3939.24,0.5080625725741077,0.5782211949258375,283.4400000000005,0.0719529655466538,In range
PRV028,Provider Group 28,Lab,Northeast,Commercial,15,1708.09,1213.09,1079.75,930.05,0.6321388217248506,0.7102026239835137,283.03999999999996,0.304327724315897,Above benchmark
PRV022,Provider Group 22,Pharmacy,Midwest,Medicare Advantage,20,5891.530000000001,3318.7200000000003,2871.95,3037.44,0.48747099649836284,0.5633035900691331,281.2800000000002,0.09260429835651081,In range
PRV031,Provider Group 31,Pharmacy,South,Exchange,5,2312.3,1583.29,1044.73,1304.59,0.4518142109587856,0.684725165419712,278.70000000000005,0.21363033596762207,Above benchmark
PRV039,Provider Group 39,Pharmacy,Northeast,Exchange,7,2678.02,1683.42,1485.77,1405.44,0.554801681839568,0.6286062090649062,277.98,0.19778859289617487,In range
PRV021,Provider Group 21,Imaging,South,Exchange,5,3050.14,1988.62,1678.82,1712.74,0.550407522277666,0.6519766305808914,275.8799999999999,0.16107523617128103,In range
PRV029,Provider Group 29,Professional,Northeast,Medicare Advantage,43,26478.59,15084.369999999999,12801.93,14820.56,0.4834823153347667,0.5696817693087132,263.8099999999995,0.017800272054497232,In range
PRV030,Provider Group 30,Pharmacy,South,Exchange,6,1915.67,1220.23,1091.28,957.1800000000001,0.5696597013055484,0.6369729650722723,263.04999999999995,0.2748176936417392,Above benchmark
PRV008,Provider Group 08,Pharmacy,South,Medicare Advantage,18,7114.74,4109.72,3365.82,3855.5099999999998,0.47307702038303584,0.5776346008427575,254.2100000000005,0.06593420844453794,In range
PRV003,Provider Group 03,Pharmacy,West,Exchange,8,2027.46,1370.5,1153.84,1116.6499999999999,0.5691061722549396,0.6759689463663895,253.85000000000014,0.2273317512201676,Above benchmark
PRV017,Provider Group 17,Imaging,South,Medicare Advantage,10,19031.010000000002,10378.16,7930.82,10124.34,0.4167314293881407,0.5453289131790693,253.8199999999997,0.025070276185904433,In range
PRV021,Provider Group 21,Lab,South,Commercial,11,1511.98,1103.3,926.95,852.23,0.6130702787073903,0.7297054193838542,251.06999999999994,0.2946035694589488,Above benchmark
PRV012,Provider Group 12,Lab,West,Commercial,13,1951.54,1395.95,1252.0,1146.04,0.641544626295131,0.7153068858440002,249.91000000000008,0.21806394192174802,Above benchmark
PRV003,Provider Group 03,Imaging,West,Medicare Advantage,10,7628.860000000001,4482.47,3974.89,4235.49,0.5210332867558193,0.5875674740393715,246.98000000000047,0.05831202529105262,In range
PRV026,Provider Group 26,Emergency,Northeast,Exchange,3,6015.76,3815.18,3133.48,3568.95,0.5208784924930515,0.6341975078793036,246.23000000000002,0.0689922806427661,In range
PRV022,Provider Group 22,Lab,Midwest,Commercial,11,2193.25,1526.72,1106.35,1281.06,0.5044340590447965,0.6960993958737034,245.66000000000008,0.19176307120665706,In range
PRV036,Provider Group 36,Professional,Northeast,Medicare Advantage,36,17131.53,9890.02,8555.5,9645.06,0.49940081242013995,0.5772992838351274,244.96000000000095,0.025397457351224458,In range
PRV018,Provider Group 18,Imaging,Northeast,Exchange,4,5094.56,3020.9300000000003,2651.54,2776.01,0.520464966552558,0.5929717188530511,244.92000000000007,0.08822734788419352,In range
PRV016,Provider Group 16,Imaging,Northeast,Exchange,2,1869.92,1265.6399999999999,1062.73,1021.02,0.5683291263797382,0.6768417900231025,244.6199999999999,0.2395839454662983,Above benchmark
PRV017,Provider Group 17,Emergency,South,Managed Medicaid,11,39474.43,17472.18,12315.630000000001,17228.22,0.3119900654676965,0.4426201974290699,243.95999999999913,0.014160487850747153,In range
PRV020,Provider Group 20,Pharmacy,South,Exchange,5,1818.18,1235.84,1166.5,997.94,0.6415756415756415,0.6797126797126797,237.89999999999986,0.23839108563641084,Above benchmark
PRV019,Provider Group 19,Emergency,West,Managed Medicaid,6,13862.59,6519.5,5838.14,6282.4,0.421143523684968,0.47029451206448436,237.10000000000036,0.03774035400483897,In range
PRV002,Provider Group 02,Pharmacy,Midwest,Exchange,9,2825.62,1801.12,1235.01,1567.06,0.4370757568250508,0.6374247067900142,234.05999999999995,0.14936250047860322,In range
PRV005,Provider Group 05,Pharmacy,Northeast,Exchange,10,3088.94,2057.2400000000002,1367.65,1825.42,0.4427570622932139,0.6660019294644766,231.82000000000016,0.12699543118843892,In range
PRV010,Provider Group 10,Pharmacy,Midwest,Medicare Advantage,18,4967.45,2898.19,2290.74,2670.27,0.4611500870668049,0.5834361694632055,227.92000000000007,0.08535466450958146,In range
PRV035,Provider Group 35,Pharmacy,South,Exchange,10,3244.2,2087.67,1854.01,1860.16,0.5714844954071883,0.6435084150175698,227.51,0.12230668329606055,In range
PRV014,Provider Group 14,Imaging,West,Exchange,5,3798.05,2397.76,1759.71,2174.21,0.4633193349218678,0.6313134371585419,223.55000000000018,0.10281895493075655,In range
PRV016,Provider Group 16,Pharmacy,Northeast,Exchange,6,1691.82,1138.54,931.94,916.04,0.5508505632986961,0.6729675733825111,222.5,0.24289332343565784,Above benchmark
PRV018,Provider Group 18,Pharmacy,Northeast,Exchange,8,3493.63,2220.5299999999997,2024.14,2000.97,0.5793801862246432,0.6355939237984559,219.55999999999972,0.10972678251048228,In range
PRV031,Provider Group 31,Lab,South,Commercial,12,1364.97,990.5600000000001,877.61,771.92,0.6429518597478333,0.7257009311559961,218.6400000000001,0.28324178671364925,Above benchmark
PRV027,Provider Group 27,Pharmacy,South,Exchange,10,2945.44,1883.25,1633.97,1665.81,0.5547456407192134,0.6393781574229996,217.44000000000005,0.1305310929817927,In range
PRV036,Provider Group 36,Imaging,Northeast,Exchange,3,3201.8500000000004,1915.54,1658.55,1701.27,0.5179974077486452,0.5982603807173976,214.26999999999998,0.12594708658825465,In range
PRV025,Provider Group 25,Imaging,South,Exchange,4,3467.08,2166.29,1900.48,1952.3600000000001,0.5481500282658607,0.6248168487603402,213.92999999999984,0.10957507836669457,In range
PRV039,Provider Group 39,Imaging,Northeast,Medicare Advantage,12,15521.89,8848.16,7934.43,8635.630000000001,0.5111767961246988,0.5700439830458791,212.52999999999884,0.024610827467133122,In range
PRV010,Provider Group 10,Professional,Midwest,Medicare Advantage,46,21246.09,12122.49,10530.61,11910.06,0.4956493171214092,0.5705751034660965,212.4300000000003,0.0178361821854802,In range
PRV038,Provider Group 38,Pharmacy,South,Exchange,8,2053.64,1370.97,1180.06,1159.03,0.574618725774722,0.6675804912253366,211.94000000000005,0.1828598051819194,In range
PRV029,Provider Group 29,Imaging,Northeast,Exchange,4,4394.17,2333.48,2059.17,2122.52,0.46861409549471233,0.5310399916252672,210.96000000000004,0.09939128959915573,In range
PRV031,Provider Group 31,Pharmacy,South,Medicare Advantage,24,5871.59,3377.72,2925.19,3175.69,0.49819384527870647,0.575264962301523,202.02999999999975,0.0636176704905075,In range
PRV026,Provider Group 26,Pharmacy,Northeast,Medicare Advantage,20,7882.83,4606.7,4034.02,4412.45,0.5117476845244665,0.5843967204671419,194.25,0.04402316173554375,In range
PRV027,Provider Group 27,Emergency,South,Medicare Advantage,15,35023.69,18982.41,14055.89,18788.79,0.4013252173029169,0.5419877231668051,193.61999999999898,0.010305080848740072,In range
PRV014,Provider Group 14,Pharmacy,West,Exchange,9,2734.88,1719.9,1513.3700000000001,1527.42,0.5533588311004505,0.628875855613409,192.48000000000002,0.1260164198452292,In range
PRV018,Provider Group 18,Imaging,Northeast,Medicare Advantage,8,8255.34,4608.9,4155.75,4417.83,0.5034014347077165,0.5582931775069228,191.0699999999997,0.04324974025709448,In range
PRV005,Provider Group 05,Pharmacy,Northeast,Medicare Advantage,19,6967.93,3998.88,3484.44,3809.09,0.5000681694563521,0.5738978434054303,189.78999999999996,0.0498255488843792,In range
PRV022,Provider Group 22,Professional,Midwest,Medicare Advantage,33,15990.21,9268.73,7942.39,9086.39,0.4967032953288294,0.5796502985264108,182.34000000000015,0.020067375492357268,In range
PRV011,Provider Group 11,Pharmacy,Midwest,Exchange,7,3095.67,1841.8899999999999,1563.83,1660.41,0.5051668944041192,0.5949891299783245,181.4799999999998,0.10929830584012369,In range
PRV006,Provider Group 06,Pharmacy,West,Exchange,3,965.48,684.97,614.72,504.36,0.6366988440982724,0.7094605791937689,180.61,0.358097390752637,Above benchmark
PRV009,Provider Group 09,Pharmacy,Northeast,Medicare Advantage,20,6446.47,3777.46,2941.6,3598.32,0.4563117489106441,0.5859734087027474,179.13999999999987,0.04978434380488669,In range
PRV034,Provider Group 34,Imaging,Midwest,Exchange,5,4275.0,2847.5099999999998,2433.6400000000003,2673.88,0.5692725146198832,0.6660842105263157,173.62999999999965,0.06493559920415264,In range
PRV007,Provider Group 07,Pharmacy,South,Medicare Advantage,14,5218.97,2999.0,2224.61,2825.39,0.42625460579386354,0.5746344585234251,173.61000000000013,0.06144638439295111,In range
PRV022,Provider Group 22,Imaging,Midwest,Exchange,4,4088.9700000000003,2530.46,1937.73,2357.78,0.4738919581214829,0.6188502238950151,172.67999999999984,0.07323838526071128,In range
PRV010,Provider Group 10,Imaging,Midwest,Exchange,6,6044.47,3748.62,3293.51,3577.82,0.5448798653976279,0.62017348088418,170.79999999999973,0.04773856706038865,In range
PRV014,Provider Group 14,Imaging,West,Medicare Advantage,13,10418.21,5815.15,4574.08,5644.6,0.4390466308511731,0.5581717012807382,170.54999999999927,0.03021471849200993,In range
PRV012,Provider Group 12,Imaging,West,Exchange,4,3825.1299999999997,2349.9,2092.98,2182.06,0.547165717243597,0.61433206191685,167.84000000000015,0.07691814157264243,In range
PRV013,Provider Group 13,Pharmacy,South,Exchange,7,1858.1,1166.95,1003.2,1003.54,0.5399063559550078,0.6280340132393305,163.41000000000008,0.16283356916515543,In range
PRV015,Provider Group 15,Imaging,Midwest,Exchange,2,1728.3400000000001,1114.6,995.22,953.5899999999999,0.5758242012566972,0.64489625883796,161.01,0.16884614981281265,In range
PRV027,Provider Group 27,Pharmacy,South,Medicare Advantage,17,4154.55,2469.23,2195.19,2311.39,0.528382135249305,0.594343551046443,157.84000000000015,0.0682879133335353,In range
PRV040,Provider Group 40,Pharmacy,South,Exchange,11,3222.08,2041.3,1559.04,1883.71,0.4838613566391896,0.6335348594696594,157.58999999999992,0.08365937431982626,In range
PRV039,Provider Group 39,Lab,Northeast,Medicare Advantage,10,2117.38,1284.97,1035.58,1128.61,0.4890855680132994,0.6068679216767893,156.36000000000013,0.13854210045985782,In range
PRV038,Provider Group 38,Pharmacy,South,Medicare Advantage,14,4293.64,2422.56,2115.77,2266.33,0.4927683736875937,0.5642205680960676,156.23000000000002,0.06893523891048524,In range
PRV002,Provider Group 02,Pharmacy,Midwest,Medicare Advantage,18,5967.54,3465.22,2761.58,3310.83,0.4627669022746391,0.5806781353790674,154.38999999999987,0.046631811358481066,In range
