provider_id,provider_name,service_category,baseline_paid_amount,simulated_paid_amount,baseline_benchmark_variance,simulated_benchmark_variance,member_months,total_claims,dollar_impact,percent_impact,pmpm_impact,benchmark_variance_impact,scenario_name,risk_rank,scenario_type
PRV016,Provider Group 16,Lab,2645.62,2777.9010000000003,400.78000000000003,549.1085000000002,9466,35,132.2810000000004,0.050000000000000155,0.013974329178111177,148.32850000000013,Reimbursement rate change +5%,267,rate_change
PRV037,Provider Group 37,Lab,2645.31,2777.5755,507.91,657.6640000000002,9460,30,132.26549999999997,0.04999999999999999,0.01398155391120507,149.7540000000002,Reimbursement rate change +5%,268,rate_change
PRV014,Provider Group 14,Lab,2488.63,2613.0615000000003,381.21,521.0875000000001,9575,34,124.43150000000014,0.05000000000000006,0.012995456919060067,139.8775000000001,Reimbursement rate change +5%,269,rate_change
PRV012,Provider Group 12,Lab,2370.72,2489.2560000000003,194.39000000000001,326.51750000000015,9607,30,118.53600000000051,0.05000000000000022,0.012338503174768452,132.12750000000014,Reimbursement rate change +5%,270,rate_change
PRV031,Provider Group 31,Lab,2316.03,2431.8315000000002,319.14,451.62300000000016,9596,36,115.80150000000003,0.05000000000000001,0.012067684451854943,132.48300000000017,Reimbursement rate change +5%,271,rate_change
PRV002,Provider Group 02,Lab,2299.39,2414.3595,489.27,621.4345000000002,9418,26,114.96950000000015,0.05000000000000007,0.012207421957952873,132.1645000000002,Reimbursement rate change +5%,272,rate_change
PRV003,Provider Group 03,Lab,2269.82,2383.311,237.64999999999995,368.3005,9423,34,113.49099999999999,0.04999999999999999,0.012044041175846332,130.65050000000005,Reimbursement rate change +5%,273,rate_change
PRV021,Provider Group 21,Lab,2237.24,2349.1020000000003,252.14000000000001,378.5675000000001,9555,38,111.86200000000053,0.050000000000000246,0.011707169021454791,126.4275000000001,Reimbursement rate change +5%,274,rate_change
PRV011,Provider Group 11,Lab,2193.98,2303.679,247.29999999999995,371.966,9600,25,109.69900000000007,0.05000000000000003,0.011426979166666674,124.66600000000005,Reimbursement rate change +5%,275,rate_change
PRV028,Provider Group 28,Lab,2122.76,2228.898,395.19000000000005,514.9375000000001,9526,31,106.13799999999992,0.049999999999999954,0.011141927356707949,119.74750000000006,Reimbursement rate change +5%,276,rate_change
PRV019,Provider Group 19,Lab,2062.29,2165.4045,225.82,341.87450000000007,9539,38,103.11450000000013,0.050000000000000065,0.010809780899465367,116.05450000000008,Reimbursement rate change +5%,277,rate_change
PRV033,Provider Group 33,Lab,2000.04,2100.0420000000004,467.90999999999997,580.9005000000001,9474,32,100.00200000000041,0.050000000000000204,0.01055541481950606,112.99050000000011,Reimbursement rate change +5%,278,rate_change
PRV022,Provider Group 22,Lab,1822.51,1913.6355,181.68000000000004,287.4050000000001,9456,23,91.1255000000001,0.05000000000000006,0.009636791455160755,105.72500000000005,Reimbursement rate change +5%,279,rate_change
PRV010,Provider Group 10,Lab,1750.93,1838.4765,376.76000000000005,477.30900000000014,9530,26,87.54649999999992,0.049999999999999954,0.00918641133263378,100.54900000000009,Reimbursement rate change +5%,280,rate_change
